# Format:          MT3DData_1.0
# Description:     Data file generated at 28-Feb-2020 17:45:18
Receiver Location (m):      55
#          X            Y            Z
    -8000.00    -10000.00         0.00
    -4000.00    -10000.00         0.00
        0.00    -10000.00         0.00
     4000.00    -10000.00         0.00
     8000.00    -10000.00         0.00
    -8000.00     -8000.00         0.00
    -4000.00     -8000.00         0.00
        0.00     -8000.00         0.00
     4000.00     -8000.00         0.00
     8000.00     -8000.00         0.00
    -8000.00     -6000.00         0.00
    -4000.00     -6000.00         0.00
        0.00     -6000.00         0.00
     4000.00     -6000.00         0.00
     8000.00     -6000.00         0.00
    -8000.00     -4000.00         0.00
    -4000.00     -4000.00         0.00
        0.00     -4000.00         0.00
     4000.00     -4000.00         0.00
     8000.00     -4000.00         0.00
    -8000.00     -2000.00         0.00
    -4000.00     -2000.00         0.00
        0.00     -2000.00         0.00
     4000.00     -2000.00         0.00
     8000.00     -2000.00         0.00
    -8000.00         0.00         0.00
    -4000.00         0.00         0.00
        0.00         0.00         0.00
     4000.00         0.00         0.00
     8000.00         0.00         0.00
    -8000.00      2000.00         0.00
    -4000.00      2000.00         0.00
        0.00      2000.00         0.00
     4000.00      2000.00         0.00
     8000.00      2000.00         0.00
    -8000.00      4000.00         0.00
    -4000.00      4000.00         0.00
        0.00      4000.00         0.00
     4000.00      4000.00         0.00
     8000.00      4000.00         0.00
    -8000.00      6000.00         0.00
    -4000.00      6000.00         0.00
        0.00      6000.00         0.00
     4000.00      6000.00         0.00
     8000.00      6000.00         0.00
    -8000.00      8000.00         0.00
    -4000.00      8000.00         0.00
        0.00      8000.00         0.00
     4000.00      8000.00         0.00
     8000.00      8000.00         0.00
    -8000.00     10000.00         0.00
    -4000.00     10000.00         0.00
        0.00     10000.00         0.00
     4000.00     10000.00         0.00
     8000.00     10000.00         0.00
Frequencies (Hz):       4
    1.00000e+02
    1.00000e+00
    1.00000e-02
    1.00000e-04
DataType:  Rho_Phs
DataComp:     4
RhoXY
PhsXY
RhoYX
PhsYX
Data Block:     880
# FreqNo.  RxNo.   DCompNo.    Value          Error
     3       20       2    1.000000e+00    2.000000e-02
     3       20       3    1.000000e+00    2.000000e-02
     3       20       4    1.000000e+00    2.000000e-02
     3       21       1    1.000000e+00    2.000000e-02
     3       21       2    1.000000e+00    2.000000e-02
     3       21       3    1.000000e+00    2.000000e-02
     3       21       4    1.000000e+00    2.000000e-02
     3       22       1    1.000000e+00    2.000000e-02
     3       22       2    1.000000e+00    2.000000e-02
     3       22       3    1.000000e+00    2.000000e-02
     3       22       4    1.000000e+00    2.000000e-02
     3       23       1    1.000000e+00    2.000000e-02
     3       23       2    1.000000e+00    2.000000e-02
     3       23       3    1.000000e+00    2.000000e-02
     3       23       4    1.000000e+00    2.000000e-02
     3       24       1    1.000000e+00    2.000000e-02
     3       24       2    1.000000e+00    2.000000e-02
     3       24       3    1.000000e+00    2.000000e-02
     3       24       4    1.000000e+00    2.000000e-02
     3       25       1    1.000000e+00    2.000000e-02
     3       25       2    1.000000e+00    2.000000e-02
     3       25       3    1.000000e+00    2.000000e-02
     3       25       4    1.000000e+00    2.000000e-02
     3       26       1    1.000000e+00    2.000000e-02
     3       26       2    1.000000e+00    2.000000e-02
     3       26       3    1.000000e+00    2.000000e-02
     3       26       4    1.000000e+00    2.000000e-02
     3       27       1    1.000000e+00    2.000000e-02
     3       27       2    1.000000e+00    2.000000e-02
     3       27       3    1.000000e+00    2.000000e-02
     3       27       4    1.000000e+00    2.000000e-02
     3       28       1    1.000000e+00    2.000000e-02
     3       28       2    1.000000e+00    2.000000e-02
     3       28       3    1.000000e+00    2.000000e-02
     3       28       4    1.000000e+00    2.000000e-02
     3       29       1    1.000000e+00    2.000000e-02
     3       29       2    1.000000e+00    2.000000e-02
     3       29       3    1.000000e+00    2.000000e-02
     3       29       4    1.000000e+00    2.000000e-02
     3       30       1    1.000000e+00    2.000000e-02
     3       30       2    1.000000e+00    2.000000e-02
     3       30       3    1.000000e+00    2.000000e-02
     3       30       4    1.000000e+00    2.000000e-02
     3       31       1    1.000000e+00    2.000000e-02
     3       31       2    1.000000e+00    2.000000e-02
     3       31       3    1.000000e+00    2.000000e-02
     3       31       4    1.000000e+00    2.000000e-02
     3       32       1    1.000000e+00    2.000000e-02
     3       32       2    1.000000e+00    2.000000e-02
     3       32       3    1.000000e+00    2.000000e-02
     3       32       4    1.000000e+00    2.000000e-02
     3       33       1    1.000000e+00    2.000000e-02
     3       33       2    1.000000e+00    2.000000e-02
     3       33       3    1.000000e+00    2.000000e-02
     3       33       4    1.000000e+00    2.000000e-02
     3       34       1    1.000000e+00    2.000000e-02
     3       34       2    1.000000e+00    2.000000e-02
     3       34       3    1.000000e+00    2.000000e-02
     3       34       4    1.000000e+00    2.000000e-02
     3       35       1    1.000000e+00    2.000000e-02
     3       35       2    1.000000e+00    2.000000e-02
     3       35       3    1.000000e+00    2.000000e-02
     3       35       4    1.000000e+00    2.000000e-02
     3       36       1    1.000000e+00    2.000000e-02
     3       36       2    1.000000e+00    2.000000e-02
     3       36       3    1.000000e+00    2.000000e-02
     3       36       4    1.000000e+00    2.000000e-02
     3       37       1    1.000000e+00    2.000000e-02
     3       37       2    1.000000e+00    2.000000e-02
     3       37       3    1.000000e+00    2.000000e-02
     3       37       4    1.000000e+00    2.000000e-02
     3       38       1    1.000000e+00    2.000000e-02
     3       38       2    1.000000e+00    2.000000e-02
     3       38       3    1.000000e+00    2.000000e-02
     3       38       4    1.000000e+00    2.000000e-02
     3       39       1    1.000000e+00    2.000000e-02
     3       39       2    1.000000e+00    2.000000e-02
     3       39       3    1.000000e+00    2.000000e-02
     3       39       4    1.000000e+00    2.000000e-02
     3       40       1    1.000000e+00    2.000000e-02
     3       40       2    1.000000e+00    2.000000e-02
     3       40       3    1.000000e+00    2.000000e-02
     3       40       4    1.000000e+00    2.000000e-02
     3       41       1    1.000000e+00    2.000000e-02
     3       41       2    1.000000e+00    2.000000e-02
     3       41       3    1.000000e+00    2.000000e-02
     3       41       4    1.000000e+00    2.000000e-02
     3       42       1    1.000000e+00    2.000000e-02
     3       42       2    1.000000e+00    2.000000e-02
     3       42       3    1.000000e+00    2.000000e-02
     3       42       4    1.000000e+00    2.000000e-02
     3       43       1    1.000000e+00    2.000000e-02
     3       43       2    1.000000e+00    2.000000e-02
     3       43       3    1.000000e+00    2.000000e-02
     3       43       4    1.000000e+00    2.000000e-02
     3       44       1    1.000000e+00    2.000000e-02
     3       44       2    1.000000e+00    2.000000e-02
     3       44       3    1.000000e+00    2.000000e-02
     3       44       4    1.000000e+00    2.000000e-02
     3       45       1    1.000000e+00    2.000000e-02
     3       45       2    1.000000e+00    2.000000e-02
     3       45       3    1.000000e+00    2.000000e-02
     3       45       4    1.000000e+00    2.000000e-02
     3       46       1    1.000000e+00    2.000000e-02
     3       46       2    1.000000e+00    2.000000e-02
     3       46       3    1.000000e+00    2.000000e-02
     3       46       4    1.000000e+00    2.000000e-02
     3       47       1    1.000000e+00    2.000000e-02
     3       47       2    1.000000e+00    2.000000e-02
     3       47       3    1.000000e+00    2.000000e-02
     3       47       4    1.000000e+00    2.000000e-02
     3       48       1    1.000000e+00    2.000000e-02
     3       48       2    1.000000e+00    2.000000e-02
     3       48       3    1.000000e+00    2.000000e-02
     3       48       4    1.000000e+00    2.000000e-02
     3       49       1    1.000000e+00    2.000000e-02
     3       49       2    1.000000e+00    2.000000e-02
     3       49       3    1.000000e+00    2.000000e-02
     3       49       4    1.000000e+00    2.000000e-02
     3       50       1    1.000000e+00    2.000000e-02
     3       50       2    1.000000e+00    2.000000e-02
     3       50       3    1.000000e+00    2.000000e-02
     3       50       4    1.000000e+00    2.000000e-02
     3       51       1    1.000000e+00    2.000000e-02
     3       51       2    1.000000e+00    2.000000e-02
     3       51       3    1.000000e+00    2.000000e-02
     3       51       4    1.000000e+00    2.000000e-02
     3       52       1    1.000000e+00    2.000000e-02
     3       52       2    1.000000e+00    2.000000e-02
     3       52       3    1.000000e+00    2.000000e-02
     3       52       4    1.000000e+00    2.000000e-02
     3       53       1    1.000000e+00    2.000000e-02
     3       53       2    1.000000e+00    2.000000e-02
     3       53       3    1.000000e+00    2.000000e-02
     3       53       4    1.000000e+00    2.000000e-02
     3       54       1    1.000000e+00    2.000000e-02
     3       54       2    1.000000e+00    2.000000e-02
     3       54       3    1.000000e+00    2.000000e-02
     3       54       4    1.000000e+00    2.000000e-02
     3       55       1    1.000000e+00    2.000000e-02
     3       55       2    1.000000e+00    2.000000e-02
     3       55       3    1.000000e+00    2.000000e-02
     3       55       4    1.000000e+00    2.000000e-02
     4        1       1    1.000000e+00    2.000000e-02
     4        1       2    1.000000e+00    2.000000e-02
     4        1       3    1.000000e+00    2.000000e-02
     4        1       4    1.000000e+00    2.000000e-02
     4        2       1    1.000000e+00    2.000000e-02
     4        2       2    1.000000e+00    2.000000e-02
     4        2       3    1.000000e+00    2.000000e-02
     4        2       4    1.000000e+00    2.000000e-02
     4        3       1    1.000000e+00    2.000000e-02
     4        3       2    1.000000e+00    2.000000e-02
     4        3       3    1.000000e+00    2.000000e-02
     4        3       4    1.000000e+00    2.000000e-02
     4        4       1    1.000000e+00    2.000000e-02
     4        4       2    1.000000e+00    2.000000e-02
     4        4       3    1.000000e+00    2.000000e-02
     4        4       4    1.000000e+00    2.000000e-02
     4        5       1    1.000000e+00    2.000000e-02
     4        5       2    1.000000e+00    2.000000e-02
     4        5       3    1.000000e+00    2.000000e-02
     4        5       4    1.000000e+00    2.000000e-02
     4        6       1    1.000000e+00    2.000000e-02
     4        6       2    1.000000e+00    2.000000e-02
     4        6       3    1.000000e+00    2.000000e-02
     4        6       4    1.000000e+00    2.000000e-02
     4        7       1    1.000000e+00    2.000000e-02
     4        7       2    1.000000e+00    2.000000e-02
     4        7       3    1.000000e+00    2.000000e-02
     4        7       4    1.000000e+00    2.000000e-02
     4        8       1    1.000000e+00    2.000000e-02
     4        8       2    1.000000e+00    2.000000e-02
     4        8       3    1.000000e+00    2.000000e-02
     4        8       4    1.000000e+00    2.000000e-02
     4        9       1    1.000000e+00    2.000000e-02
     4        9       2    1.000000e+00    2.000000e-02
     4        9       3    1.000000e+00    2.000000e-02
     4        9       4    1.000000e+00    2.000000e-02
     4       10       1    1.000000e+00    2.000000e-02
     4       10       2    1.000000e+00    2.000000e-02
     4       10       3    1.000000e+00    2.000000e-02
     4       10       4    1.000000e+00    2.000000e-02
     4       11       1    1.000000e+00    2.000000e-02
     4       11       2    1.000000e+00    2.000000e-02
     4       11       3    1.000000e+00    2.000000e-02
     4       11       4    1.000000e+00    2.000000e-02
     4       12       1    1.000000e+00    2.000000e-02
     4       12       2    1.000000e+00    2.000000e-02
     4       12       3    1.000000e+00    2.000000e-02
     4       12       4    1.000000e+00    2.000000e-02
     4       13       1    1.000000e+00    2.000000e-02
     4       13       2    1.000000e+00    2.000000e-02
     4       13       3    1.000000e+00    2.000000e-02
     4       13       4    1.000000e+00    2.000000e-02
     4       14       1    1.000000e+00    2.000000e-02
     4       14       2    1.000000e+00    2.000000e-02
     4       14       3    1.000000e+00    2.000000e-02
     4       14       4    1.000000e+00    2.000000e-02
     4       15       1    1.000000e+00    2.000000e-02
     4       15       2    1.000000e+00    2.000000e-02
     4       15       3    1.000000e+00    2.000000e-02
     4       15       4    1.000000e+00    2.000000e-02
     4       16       1    1.000000e+00    2.000000e-02
     4       16       2    1.000000e+00    2.000000e-02
     4       16       3    1.000000e+00    2.000000e-02
     4       16       4    1.000000e+00    2.000000e-02
     4       17       1    1.000000e+00    2.000000e-02
     4       17       2    1.000000e+00    2.000000e-02
     4       17       3    1.000000e+00    2.000000e-02
     4       17       4    1.000000e+00    2.000000e-02
     4       18       1    1.000000e+00    2.000000e-02
     4       18       2    1.000000e+00    2.000000e-02
     4       18       3    1.000000e+00    2.000000e-02
     4       18       4    1.000000e+00    2.000000e-02
     4       19       1    1.000000e+00    2.000000e-02
     4       19       2    1.000000e+00    2.000000e-02
     4       19       3    1.000000e+00    2.000000e-02
     4       19       4    1.000000e+00    2.000000e-02
     4       20       1    1.000000e+00    2.000000e-02
     4       20       2    1.000000e+00    2.000000e-02
     4       20       3    1.000000e+00    2.000000e-02
     4       20       4    1.000000e+00    2.000000e-02
     4       21       1    1.000000e+00    2.000000e-02
     4       21       2    1.000000e+00    2.000000e-02
     4       21       3    1.000000e+00    2.000000e-02
     4       21       4    1.000000e+00    2.000000e-02
     4       22       1    1.000000e+00    2.000000e-02
     4       22       2    1.000000e+00    2.000000e-02
     4       22       3    1.000000e+00    2.000000e-02
     4       22       4    1.000000e+00    2.000000e-02
     4       23       1    1.000000e+00    2.000000e-02
     4       23       2    1.000000e+00    2.000000e-02
     4       23       3    1.000000e+00    2.000000e-02
     4       23       4    1.000000e+00    2.000000e-02
     4       24       1    1.000000e+00    2.000000e-02
     4       24       2    1.000000e+00    2.000000e-02
     4       24       3    1.000000e+00    2.000000e-02
     4       24       4    1.000000e+00    2.000000e-02
     4       25       1    1.000000e+00    2.000000e-02
     4       25       2    1.000000e+00    2.000000e-02
     4       25       3    1.000000e+00    2.000000e-02
     4       25       4    1.000000e+00    2.000000e-02
     4       26       1    1.000000e+00    2.000000e-02
     4       26       2    1.000000e+00    2.000000e-02
     4       26       3    1.000000e+00    2.000000e-02
     4       26       4    1.000000e+00    2.000000e-02
     4       27       1    1.000000e+00    2.000000e-02
     4       27       2    1.000000e+00    2.000000e-02
     4       27       3    1.000000e+00    2.000000e-02
     4       27       4    1.000000e+00    2.000000e-02
     4       28       1    1.000000e+00    2.000000e-02
     4       28       2    1.000000e+00    2.000000e-02
     4       28       3    1.000000e+00    2.000000e-02
     4       28       4    1.000000e+00    2.000000e-02
     4       29       1    1.000000e+00    2.000000e-02
     4       29       2    1.000000e+00    2.000000e-02
     4       29       3    1.000000e+00    2.000000e-02
     4       29       4    1.000000e+00    2.000000e-02
     4       30       1    1.000000e+00    2.000000e-02
     4       30       2    1.000000e+00    2.000000e-02
     4       30       3    1.000000e+00    2.000000e-02
     4       30       4    1.000000e+00    2.000000e-02
     4       31       1    1.000000e+00    2.000000e-02
     4       31       2    1.000000e+00    2.000000e-02
     4       31       3    1.000000e+00    2.000000e-02
     4       31       4    1.000000e+00    2.000000e-02
     4       32       1    1.000000e+00    2.000000e-02
     4       32       2    1.000000e+00    2.000000e-02
     4       32       3    1.000000e+00    2.000000e-02
     4       32       4    1.000000e+00    2.000000e-02
     4       33       1    1.000000e+00    2.000000e-02
     4       33       2    1.000000e+00    2.000000e-02
     4       33       3    1.000000e+00    2.000000e-02
     4       33       4    1.000000e+00    2.000000e-02
     4       34       1    1.000000e+00    2.000000e-02
     4       34       2    1.000000e+00    2.000000e-02
     4       34       3    1.000000e+00    2.000000e-02
     4       34       4    1.000000e+00    2.000000e-02
     4       35       1    1.000000e+00    2.000000e-02
     4       35       2    1.000000e+00    2.000000e-02
     4       35       3    1.000000e+00    2.000000e-02
     4       35       4    1.000000e+00    2.000000e-02
     4       36       1    1.000000e+00    2.000000e-02
     4       36       2    1.000000e+00    2.000000e-02
     4       36       3    1.000000e+00    2.000000e-02
     4       36       4    1.000000e+00    2.000000e-02
     4       37       1    1.000000e+00    2.000000e-02
     4       37       2    1.000000e+00    2.000000e-02
     4       37       3    1.000000e+00    2.000000e-02
     4       37       4    1.000000e+00    2.000000e-02
     4       38       1    1.000000e+00    2.000000e-02
     4       38       2    1.000000e+00    2.000000e-02
     4       38       3    1.000000e+00    2.000000e-02
     4       38       4    1.000000e+00    2.000000e-02
     4       39       1    1.000000e+00    2.000000e-02
     4       39       2    1.000000e+00    2.000000e-02
     4       39       3    1.000000e+00    2.000000e-02
     4       39       4    1.000000e+00    2.000000e-02
     4       40       1    1.000000e+00    2.000000e-02
     4       40       2    1.000000e+00    2.000000e-02
     4       40       3    1.000000e+00    2.000000e-02
     4       40       4    1.000000e+00    2.000000e-02
     4       41       1    1.000000e+00    2.000000e-02
     4       41       2    1.000000e+00    2.000000e-02
     4       41       3    1.000000e+00    2.000000e-02
     4       41       4    1.000000e+00    2.000000e-02
     4       42       1    1.000000e+00    2.000000e-02
     4       42       2    1.000000e+00    2.000000e-02
     4       42       3    1.000000e+00    2.000000e-02
     4       42       4    1.000000e+00    2.000000e-02
     4       43       1    1.000000e+00    2.000000e-02
     4       43       2    1.000000e+00    2.000000e-02
     4       43       3    1.000000e+00    2.000000e-02
     4       43       4    1.000000e+00    2.000000e-02
     4       44       1    1.000000e+00    2.000000e-02
     4       44       2    1.000000e+00    2.000000e-02
     4       44       3    1.000000e+00    2.000000e-02
     4       44       4    1.000000e+00    2.000000e-02
     4       45       1    1.000000e+00    2.000000e-02
     4       45       2    1.000000e+00    2.000000e-02
     4       45       3    1.000000e+00    2.000000e-02
     4       45       4    1.000000e+00    2.000000e-02
     4       46       1    1.000000e+00    2.000000e-02
     4       46       2    1.000000e+00    2.000000e-02
     4       46       3    1.000000e+00    2.000000e-02
     4       46       4    1.000000e+00    2.000000e-02
     4       47       1    1.000000e+00    2.000000e-02
     4       47       2    1.000000e+00    2.000000e-02
     4       47       3    1.000000e+00    2.000000e-02
     4       47       4    1.000000e+00    2.000000e-02
     4       48       1    1.000000e+00    2.000000e-02
     4       48       2    1.000000e+00    2.000000e-02
     4       48       3    1.000000e+00    2.000000e-02
     4       48       4    1.000000e+00    2.000000e-02
     4       49       1    1.000000e+00    2.000000e-02
     4       49       2    1.000000e+00    2.000000e-02
     4       49       3    1.000000e+00    2.000000e-02
     4       49       4    1.000000e+00    2.000000e-02
     4       50       1    1.000000e+00    2.000000e-02
     4       50       2    1.000000e+00    2.000000e-02
     4       50       3    1.000000e+00    2.000000e-02
     4       50       4    1.000000e+00    2.000000e-02
     4       51       1    1.000000e+00    2.000000e-02
     4       51       2    1.000000e+00    2.000000e-02
     4       51       3    1.000000e+00    2.000000e-02
     4       51       4    1.000000e+00    2.000000e-02
     4       52       1    1.000000e+00    2.000000e-02
     4       52       2    1.000000e+00    2.000000e-02
     4       52       3    1.000000e+00    2.000000e-02
     4       52       4    1.000000e+00    2.000000e-02
     4       53       1    1.000000e+00    2.000000e-02
     4       53       2    1.000000e+00    2.000000e-02
     4       53       3    1.000000e+00    2.000000e-02
     4       53       4    1.000000e+00    2.000000e-02
     4       54       1    1.000000e+00    2.000000e-02
     4       54       2    1.000000e+00    2.000000e-02
     4       54       3    1.000000e+00    2.000000e-02
     4       54       4    1.000000e+00    2.000000e-02
     4       55       1    1.000000e+00    2.000000e-02
     4       55       2    1.000000e+00    2.000000e-02
     4       55       3    1.000000e+00    2.000000e-02
     4       55       4    1.000000e+00    2.000000e-02
