# Format:          CSEMData_1.0
# Description:     Data file generated at 08-May-2020 09:58:03
Source Type:         HED
     1        1      62        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      62        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      62        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      63        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      64        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      65        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      66        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      67        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      68        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      69        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      70        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      71        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      72        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      73        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      74        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      75        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      76        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      77        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      78        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      79        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      80        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      81        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      82        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      83        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      84        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      85        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      86        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      87        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      88        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      89        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      90        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      91        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      92        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      93        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      94        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      95        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      96        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      97        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      98        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1      99        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     100        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        1     101        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       1        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       2        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       3        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       4        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       5        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       6        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       7        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       8        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2       9        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      10        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      11        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      12        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      13        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      14        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      15        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      16        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      17        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      18        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      19        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      20        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      21        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      22        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      23        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      24        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      25        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      26        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      27        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      28        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      29        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        5    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      30        6    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      31        1    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      31        2    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      31        3    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      31        4    1.000000e+00    1.000000e+00    2.000000e-02
     1        2      31        5    1.000000e+00    1.000000e+00    2.000000e-02
